Point_ID,Coarse,Clay,Sand,Silt,pH_CaCl2,pH_H20,EC,OC,CaCO3,P,N,K,LC,LU,NUTS_0,NUTS_1,NUTS_2,NUTS_3,LC0_Desc,LC1_Desc,LU1_Desc,x,y
"33742070",,,,,7.40,8.05,21.90,10.50,"81",35.80,0.70,273.30,B13,U111,ES,ES2,ES24,ES243,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),-1.2700187600,41.0934629200
"33742074","43","28","32","40",7.50,7.70,23.60,9.20,"48",35.70,1.40,199.50,B13,U111,ES,ES2,ES24,ES243,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),-1.2765259100,41.1291828800
"33742110",,,,,7.50,7.66,116.50,21.50,"206",172.20,3.40,730.00,B16,U111,ES,ES2,ES24,ES243,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),-1.3355511800,41.4505760100
"33742128",,,,,7.70,8.39,16.41,9.30,"365",11.00,1.00,103.20,F40,U112,ES,ES2,ES24,ES243,Bareland,Other bare soil,Fallow land,-1.3653781800,41.6112144700
"33742142",,,,,7.40,8.09,25.10,19.70,"410",26.30,1.60,719.20,B12,U111,ES,ES2,ES24,ES243,Cropland,Durum wheat,Agriculture (excluding fallow land and kitchen gardens),-1.3887236100,41.7361288700
"33742170",,,,,7.50,7.98,62.50,15.20,"246",57.30,1.40,437.30,F40,U112,ES,ES2,ES22,ES220,Bareland,Other bare soil,Fallow land,-1.4358035800,41.9858881800
"33742314",,,,,4.50,4.89,30.70,30.60,"0",7.10,2.60,108.80,C10,U120,ES,ES2,ES22,ES220,Woodland,Broadleaved woodland,Forestry,-1.6864063300,43.2689246200
"33742854",,,,,5.40,5.78,13.08,19.00,"0",19.80,2.50,155.10,B16,U111,FR,FRH,FRH0,FRH04,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),-2.7711601600,48.0599942400
"33742908",,,,,5.70,5.94,20.90,10.80,"0",77.40,1.50,166.40,B11,U111,FR,FRH,FRH0,FRH01,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),-2.8941733500,48.5374200600
"33761904","11","5","64","30",7.20,7.45,12.81,133.50,"106",9.90,2.30,52.30,D20,U420,ES,ES5,ES52,ES523,Shrubland,Shrubland without tree cover,Semi-natural and natural areas not in use,-0.9856967000,39.6119672000
"33761994","32","34","20","47",7.60,8.03,24.10,19.60,"473",21.50,2.20,227.30,F40,U112,ES,ES2,ES24,ES242,Bareland,Other bare soil,Fallow land,-1.1250193100,40.4170642800
"33762000","18","47","14","39",7.60,7.95,26.30,16.70,"516",16.70,1.90,338.70,B11,U111,ES,ES2,ES24,ES242,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),-1.1344804200,40.4707016800
"33762004","40","26","39","35",7.60,7.98,21.30,15.30,"551",13.80,1.50,277.40,B13,U111,ES,ES2,ES24,ES242,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),-1.1408000500,40.5064574800
"33762022","24","32","34","34",7.50,7.77,35.30,10.40,"229",9.30,1.50,388.70,B13,U111,ES,ES2,ES24,ES242,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),-1.1693599100,40.6673343400
"33762054","20","41","14","45",7.50,7.94,24.60,11.30,"488",12.10,1.70,155.40,E30,U111,ES,ES2,ES24,ES242,Grassland,Spontaneously re-vegetated surfaces,Agriculture (excluding fallow land and kitchen gardens),-1.2206287800,40.9532400500
"33762084","48","18","58","24",5.20,5.50,11.81,5.10,"0",16.90,0.80,78.70,B11,U111,ES,ES2,ES24,ES243,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),-1.2692778400,41.2211640600
"33762090","32","20","39","42",6.50,6.63,56.00,33.80,"1",12.70,3.70,309.30,D20,U420,ES,ES2,ES24,ES243,Shrubland,Shrubland without tree cover,Semi-natural and natural areas not in use,-1.2790763400,41.2747358700
"33762094",,,,,7.70,8.09,21.50,5.40,"7",50.00,0.80,224.20,B82,U111,ES,ES2,ES24,ES243,Cropland,Vineyards,Agriculture (excluding fallow land and kitchen gardens),-1.2856214900,41.3104480100
"33762130",,,,,7.60,8.38,15.22,3.80,"454",12.00,0.70,121.70,B13,U111,ES,ES2,ES24,ES243,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),-1.3449928000,41.6317713400
"33762144",,,,,7.80,8.05,91.80,14.80,"245",19.60,1.30,375.40,F40,U112,ES,ES2,ES24,ES243,Bareland,Other bare soil,Fallow land,-1.3683098700,41.7566888400
"33762162",,,,,7.60,8.22,34.70,14.00,"268",35.60,1.80,251.30,B52,U111,ES,ES2,ES24,ES243,Cropland,Lucerne,Agriculture (excluding fallow land and kitchen gardens),-1.3984790400,41.9172630600
"33762184",,,,,7.70,8.14,17.33,17.80,"234",35.40,1.60,237.70,B11,U111,ES,ES2,ES22,ES220,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),-1.4356457200,42.1134687500
"33762252",,,,,7.30,7.93,19.33,17.30,"173",37.20,2.00,173.60,B41,U111,ES,ES2,ES22,ES220,Cropland,Dry pulses,Agriculture (excluding fallow land and kitchen gardens),-1.5526041600,42.7195666400
"33762288",,,,,4.20,4.57,36.30,38.00,"1",14.80,3.60,46.10,E20,U111,ES,ES2,ES22,ES220,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),-1.6158251100,43.0402265400
"33762832",,,,,5.40,5.87,9.34,21.30,"0",146.50,2.20,170.00,B16,U111,FR,FRH,FRH0,FRH04,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),-2.6954819100,47.8684857100
"33762918",,,,,5.20,5.69,10.05,25.20,"0",52.30,2.80,291.90,E20,U111,FR,FRH,FRH0,FRH01,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),-2.8904954900,48.6289373700
"33763344",,,,,5.00,5.26,68.20,30.60,"0",33.80,3.90,239.20,E20,U111,UK,UKL,UKL1,UKL14,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),-3.9783859900,52.3848374800
"33781764",,,,,7.60,8.29,54.60,5.00,"507",27.90,1.50,1035.00,F40,U112,ES,ES5,ES52,ES521,Bareland,Other bare soil,Fallow land,-0.7556867600,38.3600992800
"33781786",,,,,7.60,8.49,12.79,4.30,"27",13.00,0.20,87.10,B81,U111,ES,ES5,ES52,ES521,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens),-0.7874968400,38.5573989200
"33781948","31","22","57","21",7.50,7.55,230.00,6.50,"12",0.00,0.30,117.40,D20,U420,ES,ES2,ES24,ES242,Shrubland,Shrubland without tree cover,Semi-natural and natural areas not in use,-1.0300800200,40.0083212800
"33781984",,,,,7.60,8.19,16.08,2.30,"271",0.00,0.60,192.70,B11,U111,ES,ES2,ES24,ES242,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),-1.0860588500,40.3302989900
"33782052","34","33","18","48",7.60,8.03,20.90,6.70,"214",7.50,0.90,133.20,B13,U111,ES,ES2,ES24,ES242,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),-1.1939476300,40.9380444700
"33782056","59","20","47","33",6.40,6.57,13.20,8.80,"1",0.00,1.10,97.60,E30,U111,ES,ES2,ES24,ES242,Grassland,Spontaneously re-vegetated surfaces,Agriculture (excluding fallow land and kitchen gardens),-1.2003832900,40.9737766800
"33782062","33","29","37","34",7.10,7.25,32.00,11.10,"6",10.70,1.50,220.90,B11,U111,ES,ES2,ES24,ES242,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),-1.2100556200,41.0273713800
"33782070","27","34","36","30",7.40,7.71,26.10,7.00,"81",16.00,1.00,378.20,B13,U111,ES,ES2,ES24,ES242,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),-1.2229873700,41.0988242200
"33782074",,,,,7.50,8.07,23.50,10.10,"291",30.00,1.20,113.10,B13,U111,ES,ES2,ES24,ES243,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),-1.2294684200,41.1345477600
"33782092",,,,,7.40,7.81,24.20,9.80,"20",13.50,1.20,316.90,E20,U420,ES,ES2,ES24,ES243,Grassland,Grassland without tree/shrub cover,Semi-natural and natural areas not in use,-1.2587590300,41.2952798900
"33782182",,,,,7.70,8.26,22.80,11.90,"646",0.00,1.60,305.40,D20,U420,ES,ES2,ES22,ES220,Shrubland,Shrubland without tree cover,Semi-natural and natural areas not in use,-1.4083640300,42.0983631100
"33782272",,,,,7.10,7.53,12.83,73.30,"65",7.20,3.70,257.30,C22,U120,ES,ES2,ES22,ES220,Woodland,Pine dominated coniferous woodland,Forestry,-1.5634130900,42.9005009200
"33782800",,,,,5.20,5.50,27.40,20.30,"0",69.50,2.30,357.30,B11,U111,FR,FRH,FRH0,FRH04,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),-2.5985288400,47.5883921900
"33782872",,,,,5.90,6.19,21.60,48.90,"1",161.70,4.50,230.20,E20,U111,FR,FRH,FRH0,FRH01,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),-2.7586782800,48.2253798200
"33783304",,,,,4.30,4.55,56.80,30.90,"0",25.90,4.10,70.10,E20,U111,UK,UKL,UKL1,UKL14,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),-3.8379752400,52.0363494900
"33783424","4","15","29","56",4.10,4.21,172.50,99.90,"0",59.70,9.40,417.50,E20,U111,UK,UKL,UKL1,UKL12,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),-4.1791114700,53.0916250100
"33801798",,,,,7.60,8.23,18.53,24.70,"328",0.00,1.20,301.60,E30,U112,ES,ES5,ES52,ES521,Grassland,Spontaneously re-vegetated surfaces,Fallow land,-0.7822847500,38.6675479400
"33801942","50","17","40","42",7.30,7.80,13.83,19.40,"285",0.00,1.60,144.10,C23,U120,ES,ES5,ES52,ES523,Woodland,Other coniferous woodland,Forestry,-0.9977147200,39.9572595200
"33801978","43","39","33","28",7.60,8.10,14.17,11.20,"369",9.40,1.00,447.30,F40,U112,ES,ES2,ES24,ES242,Bareland,Other bare soil,Fallow land,-1.0534516000,40.2792793400
"33801996","23","21","42","37",7.60,8.16,18.61,8.80,"613",12.30,1.10,104.50,F40,U112,ES,ES2,ES24,ES242,Bareland,Other bare soil,Fallow land,-1.0816116200,40.4402292000
"33802018","33","26","45","28",7.60,8.08,17.29,8.00,"232",11.00,1.00,201.70,B13,U111,ES,ES2,ES24,ES242,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),-1.1162969300,40.6368917400
"33802032","77","22","20","57",7.30,7.48,17.83,52.30,"22",7.70,5.80,421.50,D20,U420,ES,ES2,ES24,ES242,Shrubland,Shrubland without tree cover,Semi-natural and natural areas not in use,-1.1385240500,40.7620098800
"33802036","55","31","23","47",7.40,7.75,22.10,19.50,"87",18.20,1.90,158.50,B18,U111,ES,ES2,ES24,ES242,Cropland,Triticale,Agriculture (excluding fallow land and kitchen gardens),-1.1448969000,40.7977535400
"33802040","20","46","11","43",7.50,7.89,24.20,13.20,"622",27.30,1.90,306.40,E30,U112,ES,ES2,ES24,ES242,Grassland,Spontaneously re-vegetated surfaces,Fallow land,-1.1512796700,40.8334952600
"33802058","34","22","37","41",5.60,5.82,20.90,11.10,"1",10.00,1.30,118.20,B13,U111,ES,ES2,ES24,ES242,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),-1.1801255700,40.9943090500
"33802094",,,,,7.70,8.39,15.56,3.60,"238",10.70,0.50,107.90,B82,U111,ES,ES2,ES24,ES243,Cropland,Vineyards,Agriculture (excluding fallow land and kitchen gardens),-1.2384293300,41.3158196400
"33802252",,,,,7.50,8.05,13.24,10.00,"263",16.50,1.30,93.40,B31,U111,ES,ES2,ES22,ES220,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens),-1.5043408600,42.7250848800
"33802284","20","13","42","44",3.50,4.30,10.66,47.40,"1",31.90,3.70,105.40,C10,U120,ES,ES2,ES22,ES220,Woodland,Broadleaved woodland,Forestry,-1.5602670700,43.0101540800
"33802810",,,,,6.50,6.91,20.70,23.90,"9",46.30,2.50,255.40,B16,U111,FR,FRH,FRH0,FRH04,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),-2.5941588100,47.6799518000
"33803170","16","21","14","64",6.20,6.30,82.10,37.50,"5",124.60,4.60,253.10,E20,U111,UK,UKK,UKK4,UKK43,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),-3.4516861500,50.8595380300
"33803256",,,,,4.20,4.38,68.20,43.20,"0",22.00,4.10,67.90,E20,U111,UK,UKL,UKL1,UKL17,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),-3.6785456300,51.6171902000
"33821988","60","22","39","39",7.50,8.09,15.47,19.50,"490",15.40,1.30,136.20,F40,U112,ES,ES2,ES24,ES242,Bareland,Other bare soil,Fallow land,-1.0458152000,40.3713318000
"33822024","12","25","32","43",7.60,8.01,27.30,8.60,"65",8.90,1.30,156.30,F40,U112,ES,ES2,ES24,ES242,Bareland,Other bare soil,Fallow land,-1.1024366900,40.6931632400
"33822042","68","29","19","52",7.40,7.76,42.70,22.90,"460",47.30,2.30,185.20,B13,U111,ES,ES2,ES24,ES242,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),-1.1310455200,40.8540197800
"33822046","21","26","27","47",7.60,7.93,43.50,4.50,"724",27.20,1.20,496.50,B13,U111,ES,ES2,ES24,ES242,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),-1.1374303100,40.8897603500
"33822088",,,,,7.50,7.65,234.00,9.50,"120",22.50,1.10,189.70,E30,U410,ES,ES2,ES24,ES243,Grassland,Spontaneously re-vegetated surfaces,Abandoned areas,-1.2050758400,41.2649200800
"33822186",,,,,7.80,8.22,54.20,13.60,"468",4.50,1.40,177.30,F40,U112,ES,ES2,ES24,ES243,Bareland,Other bare soil,Fallow land,-1.3673256500,42.1394781000
"33822298",,,,,4.90,5.14,37.80,20.90,"0",9.80,2.30,71.10,C10,U120,ES,ES2,ES22,ES220,Woodland,Broadleaved woodland,Forestry,-1.5606656200,43.1376079800
"33822802",,,,,3.90,4.50,15.72,49.00,"0",38.40,4.70,122.30,E30,U420,FR,FRH,FRH0,FRH04,Grassland,Spontaneously re-vegetated surfaces,Semi-natural and natural areas not in use,-2.5503555200,47.6121924100
"33822874",,,,,4.90,5.25,31.40,16.80,"1",59.60,2.00,115.90,B14,U111,FR,FRH,FRH0,FRH01,Cropland,Rye,Agriculture (excluding fallow land and kitchen gardens),-2.7100120000,48.2492539700
"33823392",,,,,3.90,4.05,43.00,96.30,"0",31.60,7.80,93.50,D20,U420,UK,UKL,UKL1,UKL12,Shrubland,Shrubland without tree cover,Semi-natural and natural areas not in use,-4.0277992300,52.8172817500
"33841936","46","23","29","48",7.50,7.86,16.73,30.10,"322",0.00,2.40,212.40,C10,U120,ES,ES5,ES52,ES523,Woodland,Broadleaved woodland,Forestry,-0.9423110400,39.9087861600
"33841940","38","33","10","57",7.30,7.69,16.43,55.40,"55",6.40,4.90,329.50,D10,U420,ES,ES5,ES52,ES523,Shrubland,Shrubland with sparse tree cover,Semi-natural and natural areas not in use,-0.9484269300,39.9445804400
"33841948","23","41","16","42",7.70,8.04,19.29,23.90,"189",0.00,1.20,146.40,E30,U111,ES,ES2,ES24,ES242,Grassland,Spontaneously re-vegetated surfaces,Agriculture (excluding fallow land and kitchen gardens),-0.9606869500,40.0161630300
"33841966","26","38","28","34",7.40,7.53,226.00,11.30,"96",0.00,1.00,84.20,C23,U120,ES,ES2,ES24,ES242,Woodland,Other coniferous woodland,Forestry,-0.9884103500,40.1771948600
"33842008","15","58","9","33",7.60,7.95,25.10,8.70,"191",9.90,1.00,914.40,B13,U111,ES,ES2,ES24,ES242,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),-1.0538521200,40.5527806500
"33842012","32","44","26","30",7.60,8.17,13.91,0.90,"627",0.00,0.50,215.10,B11,U111,ES,ES2,ES24,ES242,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),-1.0601403300,40.5885394700
"33842020","20","21","54","25",7.70,8.17,15.95,5.70,"274",5.90,0.90,128.50,F40,U112,ES,ES2,ES24,ES242,Bareland,Other bare soil,Fallow land,-1.0727460500,40.6600512600
"33842048","14","49","10","40",7.50,7.90,15.99,9.30,"109",7.90,1.20,354.10,B13,U111,ES,ES2,ES24,ES242,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),-1.1171760200,40.9102813900
"33842120",,,,,7.80,8.39,23.00,10.10,"298",11.30,0.70,110.40,F40,U112,ES,ES2,ES24,ES243,Bareland,Other bare soil,Fallow land,-1.2336809100,41.5532981300
"33842164",,,,,7.60,8.05,56.20,26.40,"354",322.80,2.00,714.20,E20,U410,ES,ES2,ES24,ES243,Grassland,Grassland without tree/shrub cover,Abandoned areas,-1.3065192500,41.9459505500
"33842170",,,,,7.60,7.69,258.00,17.90,"287",9.80,1.60,322.50,B11,U111,ES,ES2,ES24,ES243,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),-1.3165503100,41.9994764900
"33842206",,,,,7.60,8.09,32.80,13.60,"388",15.80,1.40,180.80,B13,U111,ES,ES2,ES22,ES220,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),-1.3772412300,42.3205443100
"33842210",,,,,7.20,7.37,105.30,33.60,"415",127.00,4.20,312.70,B55,U111,ES,ES2,ES22,ES220,Cropland,Temporary grassland,Agriculture (excluding fallow land and kitchen gardens),-1.3840385000,42.3562092500
"33842218",,,,,7.60,8.00,21.80,10.70,"411",14.20,1.50,143.00,B11,U111,ES,ES2,ES22,ES220,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),-1.3976656200,42.4275336100
"33842854",,,,,4.90,5.07,107.30,28.70,"1",121.90,3.50,513.50,B16,U111,FR,FRH,FRH0,FRH01,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),-2.6386424900,48.0754168400
"33842866",,,,,5.20,5.59,19.19,23.30,"1",102.30,2.60,277.80,F40,U111,FR,FRH,FRH0,FRH01,Bareland,Other bare soil,Agriculture (excluding fallow land and kitchen gardens),-2.6654573800,48.1815744700
"33843772","5","14","31","54",3.50,3.74,61.10,70.80,"0",29.40,6.00,112.70,C10,U420,UK,UKM,UKM6,UKM63,Woodland,Broadleaved woodland,Semi-natural and natural areas not in use,-5.1990499200,56.1547983300
"33861934","35","24","33","43",7.40,7.82,16.93,29.10,"487",0.00,2.30,233.50,C22,U120,ES,ES5,ES52,ES523,Woodland,Pine dominated coniferous woodland,Forestry,-0.9161658800,39.8934853900
"33861962","33","31","14","55",7.10,7.30,52.90,68.20,"34",16.60,6.40,335.50,C23,U420,ES,ES2,ES24,ES242,Woodland,Other coniferous woodland,Semi-natural and natural areas not in use,-0.9590548700,40.1440223800
"33861992","12","23","47","30",7.70,8.20,12.45,8.10,"151",6.20,0.70,152.20,B13,U111,ES,ES2,ES24,ES242,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),-1.0055238200,40.4123475300
"33862010","10","52","13","35",7.60,8.02,20.80,9.40,"192",12.00,1.30,707.70,E30,U112,ES,ES2,ES24,ES242,Grassland,Spontaneously re-vegetated surfaces,Fallow land,-1.0336650300,40.5732897200
"33862028","30","37","13","50",7.60,8.06,16.64,15.70,"255",14.10,1.80,144.50,F40,U112,ES,ES2,ES24,ES242,Bareland,Other bare soil,Fallow land,-1.0620033600,40.7341924700
"33862060","66","12","59","29",5.90,6.17,30.60,15.10,"1",0.00,1.70,121.60,D20,U420,ES,ES2,ES24,ES242,Shrubland,Shrubland without tree cover,Semi-natural and natural areas not in use,-1.1128751900,41.0201451000
"33862136",,,,,7.50,8.11,16.34,18.80,"230",11.00,1.50,184.50,D20,U420,ES,ES2,ES24,ES243,Shrubland,Shrubland without tree cover,Semi-natural and natural areas not in use,-1.2362794900,41.6987923000
"33862160",,,,,7.30,7.87,31.40,17.80,"326",95.70,2.20,202.20,B52,U111,ES,ES2,ES24,ES243,Cropland,Lucerne,Agriculture (excluding fallow land and kitchen gardens),-1.2760226400,41.9129603500
"33862186",,,,,7.70,7.94,25.00,14.10,"396",33.60,1.60,168.80,B16,U111,ES,ES2,ES24,ES243,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),-1.3195061700,42.1448999300
"33862190",,,,,7.50,7.67,45.00,24.50,"381",12.70,2.70,139.80,B11,U111,ES,ES2,ES24,ES243,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),-1.3262358700,42.1805759800
"33862232",,,,,7.30,8.01,12.89,7.10,"454",10.30,1.00,209.70,B12,U111,ES,ES2,ES22,ES220,Cropland,Durum wheat,Agriculture (excluding fallow land and kitchen gardens),-1.3975492000,42.5550631200
"33862240",,,,,6.80,7.20,19.20,13.90,"2",14.50,1.50,149.50,F40,U112,ES,ES2,ES22,ES220,Bareland,Other bare soil,Fallow land,-1.4112688900,42.6263710600
"33863180",,,,,4.40,4.54,125.80,51.00,"0",78.70,6.10,153.50,E20,U111,UK,UKK,UKK4,UKK43,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),-3.3934132800,50.9575423200
"33863294",,,,,3.70,4.63,66.30,213.90,"0",105.60,14.40,175.10,E20,U111,UK,UKL,UKL2,UKL24,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),-3.6958228300,51.9618512800
"33863630",,,,,4.00,4.84,49.10,237.90,"0",67.50,17.90,202.40,H12,U420,UK,UKM,UKM9,UKM92,Wetlands,Peatbogs,Semi-natural and natural areas not in use,-4.6921392800,54.9143374800
"33881936","49","24","30","45",7.40,7.81,17.10,23.40,"643",8.20,2.50,242.30,C23,U420,ES,ES2,ES24,ES242,Woodland,Other coniferous woodland,Semi-natural and natural areas not in use,-0.8961155100,39.9139766200
"33881958","36","30","16","53",7.60,7.95,19.89,25.90,"247",4.50,2.70,282.20,C23,U420,ES,ES2,ES24,ES242,Woodland,Other coniferous woodland,Semi-natural and natural areas not in use,-0.9297323300,40.1108390600
"33881972","51","36","28","36",7.60,8.00,19.32,14.50,"267",18.00,1.70,247.60,E30,U111,ES,ES2,ES24,ES242,Grassland,Spontaneously re-vegetated surfaces,Agriculture (excluding fallow land and kitchen gardens),-0.9512735800,40.2360840500
"33881990","49","14","51","36",7.20,7.54,16.58,22.70,"135",0.00,2.70,171.30,C23,U420,ES,ES2,ES24,ES242,Woodland,Other coniferous woodland,Semi-natural and natural areas not in use,-0.9791410500,40.3970779400
"33882026","23","30","32","38",7.60,8.05,18.30,9.10,"470",18.80,1.30,144.80,F40,U112,ES,ES2,ES24,ES242,Bareland,Other bare soil,Fallow land,-1.0354619400,40.7189471400
"33882048","28","43","17","40",7.60,8.00,15.26,20.60,"295",9.30,0.90,353.10,B13,U111,ES,ES2,ES24,ES242,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),-1.0702699900,40.9155677000
"33882074","43","17","49","33",5.30,5.79,5.87,9.10,"0",11.00,1.20,139.30,E30,U112,ES,ES2,ES24,ES242,Grassland,Spontaneously re-vegetated surfaces,Fallow land,-1.1117936000,41.1478624900
"33882098",,,,,7.80,8.37,15.02,4.00,"135",10.70,0.70,101.30,B82,U111,ES,ES2,ES24,ES243,Cropland,Vineyards,Agriculture (excluding fallow land and kitchen gardens),-1.1504998000,41.3622168400
"33882116",,,,,7.60,8.48,15.88,10.80,"157",18.70,1.00,255.10,E30,U112,ES,ES2,ES24,ES243,Grassland,Spontaneously re-vegetated surfaces,Fallow land,-1.1797696500,41.5229378000
"33882128",,,,,7.70,7.92,146.80,26.20,"397",15.50,2.10,232.60,E30,U112,ES,ES2,ES24,ES243,Grassland,Spontaneously re-vegetated surfaces,Fallow land,-1.1993983700,41.6300638600
"33882200",,,,,7.50,7.90,34.40,17.30,"378",38.00,1.80,146.70,B11,U111,ES,ES2,ES24,ES243,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),-1.3191466100,42.2724669100
"33882218",,,,,7.60,7.98,57.00,17.40,"314",19.50,1.80,187.70,B13,U111,ES,ES2,ES22,ES220,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),-1.3496227600,42.4329739100
"33882296",,,,,4.30,4.89,13.26,23.50,"0",11.20,1.80,183.70,C10,U120,ES,ES2,ES22,ES220,Woodland,Broadleaved woodland,Forestry,-1.4842551400,43.1280773300
"33883766",,,,,3.80,4.21,41.50,103.10,"0",34.70,7.70,69.60,C21,U120,UK,UKM,UKM6,UKM63,Woodland,Spruce dominated coniferous woodland,Forestry,-5.1152253000,56.1098083300
"33883802",,,,,4.20,4.56,36.60,60.50,"0",28.80,4.70,43.10,E20,U111,UK,UKM,UKM6,UKM63,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),-5.2409119600,56.4249557100
"33901812",,,,,7.50,8.27,13.59,7.70,"243",6.00,0.40,146.60,B81,U111,ES,ES5,ES52,ES523,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens),-0.6891142900,38.8057893600
"33901934","40","30","18","52",7.30,7.66,23.80,67.70,"133",7.40,6.90,506.10,D10,U420,ES,ES2,ES24,ES242,Shrubland,Shrubland with sparse tree cover,Semi-natural and natural areas not in use,-0.8699795100,39.8986632700
"33901970","42","24","50","26",7.60,8.06,15.30,11.90,"155",7.30,1.20,197.10,B74,U111,ES,ES2,ES24,ES242,Cropland,Nuts trees,Agriculture (excluding fallow land and kitchen gardens),-0.9249825900,40.2207947200
"33901978","41","28","36","36",7.70,8.05,16.47,11.20,"351",11.90,1.70,191.00,C10,U120,ES,ES2,ES24,ES242,Woodland,Broadleaved woodland,Forestry,-0.9373094500,40.2923578100
"33901982","66","17","33","50",7.00,7.30,18.03,40.70,"34",6.20,4.60,290.70,D20,U420,ES,ES2,ES24,ES242,Shrubland,Shrubland without tree cover,Semi-natural and natural areas not in use,-0.9434871800,40.3281364200
"33902036","15","32","31","37",7.40,7.82,18.51,9.50,"390",23.70,1.30,386.90,B13,U111,ES,ES2,ES24,ES242,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),-1.0278299900,40.8109569700
"33902100",,,,,7.80,8.52,16.04,6.30,"299",4.70,0.70,231.70,D20,U420,ES,ES2,ES24,ES243,Shrubland,Shrubland without tree cover,Semi-natural and natural areas not in use,-1.1301160600,41.3827343700
"33902114",,,,,7.80,8.54,14.55,4.30,"90",10.90,0.60,175.00,F40,U112,ES,ES2,ES24,ES243,Bareland,Other bare soil,Fallow land,-1.1528351000,41.5077458100
"33902140",,,,,7.50,8.00,25.60,26.40,"346",28.30,2.10,97.20,B12,U111,ES,ES2,ES24,ES243,Cropland,Durum wheat,Agriculture (excluding fallow land and kitchen gardens),-1.1953613000,41.7398487300
"33902172",,,,,7.40,7.82,39.00,23.50,"569",36.20,2.70,107.20,B16,U111,ES,ES2,ES24,ES243,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),-1.2483044600,42.0254054100
"33902190",,,,,7.40,7.80,48.80,14.20,"388",40.60,2.10,104.20,B52,U111,ES,ES2,ES24,ES243,Cropland,Lucerne,Agriculture (excluding fallow land and kitchen gardens),-1.2783815200,42.1859788300
"33902276",,,,,5.60,6.05,13.84,42.00,"1",9.60,3.50,312.10,C32,U120,ES,ES2,ES22,ES220,Woodland,Pine dominated mixed woodland,Forestry,-1.4251036000,42.9526504000
"33902280","27","44","10","46",5.40,5.75,10.26,43.10,"0",0.00,3.40,102.50,C10,U120,ES,ES2,ES22,ES220,Woodland,Broadleaved woodland,Forestry,-1.4320518800,42.9882891100
